Account,Expected Sign,Accounts.Account Title,AccountControl.Account Title,Classification,Narration,,,,,,,,,,
113/020,Dr,Wages,Wages,Unknown,Unknown,,,,,,,,,,
114/000,Dr,,,Unknown,Unknown,,,,,,,,,,
114/001,Dr,,,Unknown,Unknown,,,,,,,,,,
114/002,Dr,,,Unknown,Unknown,,,,,,,,,,
114/003,Dr,,,Unknown,Unknown,,,,,,,,,,
114/004,Dr,,,Unknown,Unknown,,,,,,,,,,
114/005,Dr,,,Unknown,Unknown,,,,,,,,,,
114/006,Dr,,,Unknown,Unknown,,,,,,,,,,
114/007,Dr,,,Unknown,Unknown,,,,,,,,,,
114/008,Dr,,,Unknown,Unknown,,,,,,,,,,
114/009,Dr,,,Unknown,Unknown,,,,,,,,,,
114/010,Dr,,,Unknown,Unknown,,,,,,,,,,
114/011,Dr,,,Unknown,Unknown,,,,,,,,,,
114/012,Dr,,,Unknown,Unknown,,,,,,,,,,
114/013,Dr,,,Unknown,Unknown,,,,,,,,,,
114/014,Dr,,,Unknown,Unknown,,,,,,,,,,
114/015,Dr,,,Unknown,Unknown,,,,,,,,,,
114/016,Dr,,,Unknown,Unknown,,,,,,,,,,
114/017,Dr,,,Unknown,Unknown,,,,,,,,,,
114/018,Dr,,,Unknown,Unknown,,,,,,,,,,
114/019,Dr,,,Unknown,Unknown,,,,,,,,,,
114/020,Dr,,,Unknown,Unknown,,,,,,,,,,
115/000,Cr,Produce Sales,Produce Sales,Income,Produce Sales,,,,,,,,,,
115/001,Cr,Baleage,Produce Sales,Income,Produce Sales,,,,,,,,,,
115/002,Cr,Hay,Produce Sales,Income,Produce Sales,,,,,,,,,,
115/003,Cr,Silage,Produce Sales,Income,Produce Sales,,,,,,,,,,
115/004,Cr,Standing Grass,Produce Sales,Income,Produce Sales,,,,,,,,,,
115/005,Cr,Barley,Produce Sales,Income,Produce Sales,,,,,,,,,,
115/006,Cr,Maize,Produce Sales,Income,Produce Sales,,,,,,,,,,
115/007,Cr,Wheat,Produce Sales,Income,Produce Sales,,,,,,,,,,
115/008,Cr,Spare Produce Sales,Produce Sales,Income,Produce Sales,,,,,,,,,,
116/000,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/001,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/002,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/003,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/004,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/005,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/006,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/007,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/008,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/009,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/010,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/011,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/012,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/013,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/014,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/015,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/016,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/017,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/018,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/019,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
116/020,Cr,Grazing,Grazing,Income,Grazing,,,,,,,,,,
117/000,Cr,Rebates,Rebates,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
117/001,Cr,Ballance Agri-Nutrients Ltd,Rebates,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
117/002,Cr,Farmlands Trading Society Ltd,Rebates,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
117/003,Cr,Ravensdown Fertiliser Co-op Ltd,Rebates,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
117/004,Cr,Spare Rebates,Rebates,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
118,Cr,Subsidies,Subsidies,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
119/000,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/001,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/002,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/003,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/004,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/005,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/006,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/007,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/008,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/009,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/010,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/011,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/012,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/013,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/014,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/015,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/016,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/017,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/018,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/019,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
119/020,Cr,Sundry Farm Income,Sundry Farm Income,Income,Other Farm Income,,,,,,,,,,
120,Cr,Property Names,Property Names,Unknown,Unknown,,,,,,,,,,
121,Cr,Rental Income,Rental Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
122,Cr,Other Rental Income,Other Rental Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
123,Cr,Income,Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
124,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
125,Dr,Accounting,Accounting,Unknown,Unknown,,,,,,,,,,
126,Dr,Advertising,Advertising,Unknown,Unknown,,,,,,,,,,
127,Dr,Agents Fees and Commission,Agents Fees and Commission,Unknown,Unknown,,,,,,,,,,
128,Dr,[Rental Expense],[Rental Expense],Unknown,Unknown,,,,,,,,,,
129,Dr,Bank Charges,Bank Charges,Unknown,Unknown,,,,,,,,,,
130,Dr,[Rental Expense],[Rental Expense],Unknown,Unknown,,,,,,,,,,
131,Dr,[Rental Expense],[Rental Expense],Unknown,Unknown,,,,,,,,,,
132,Dr,Cleaning,Cleaning,Unknown,Unknown,,,,,,,,,,
133,Dr,Depreciation,Depreciation,Unknown,Unknown,,,,,,,,,,
134,Dr,[Rental Expense],[Rental Expense],Unknown,Unknown,,,,,,,,,,
135,Dr,Management Fees,Management Fees,Unknown,Unknown,,,,,,,,,,
136,Dr,Insurance,Insurance,Unknown,Unknown,,,,,,,,,,
137,Dr,Interest Expense,Interest Expense,Unknown,Unknown,,,,,,,,,,
138,Dr,Loss on Sale of Assets,Loss on Sale of Assets,Unknown,Unknown,,,,,,,,,,
139,Dr,Legal Fees,Legal Fees,Unknown,Unknown,,,,,,,,,,
140,Dr,Pest Control,Pest Control,Unknown,Unknown,,,,,,,,,,
141,Cr,Profit on Sale of Assets,Profit on Sale of Assets,Unknown,Unknown,,,,,,,,,,
142,Dr,Repairs and Maintenance,Repairs and Maintenance,Unknown,Unknown,,,,,,,,,,
143,Dr,[Rental Expense],[Rental Expense],Unknown,Unknown,,,,,,,,,,
144,Dr,Rates - Land,Rates - Land,Unknown,Unknown,,,,,,,,,,
145,Dr,Rates - Water,Rates - Water,Unknown,Unknown,,,,,,,,,,
146,Dr,"Stationery, Telephone & Postage","Stationery, Telephone & Postage",Unknown,Unknown,,,,,,,,,,
147,Dr,Sundry Expenses,Sundry Expenses,Unknown,Unknown,,,,,,,,,,
148,Dr,[Rental Expense],[Rental Expense],Unknown,Unknown,,,,,,,,,,
149,Dr,[Rental Expense],[Rental Expense],Unknown,Unknown,,,,,,,,,,
160,Cr,Bad Debts Recovered,Bad Debts Recovered,Unknown,Unknown,,,,,,,,,,
161/000,Cr,Directors' Fees,Directors' Fees,Unknown,Unknown,,,,,,,,,,
161/003,Cr,Directors' Fees,Directors' Fees,Unknown,Unknown,,,,,,,,,,
162/000,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/001,Cr,Coy 1,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/002,Cr,Coy 2,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/003,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/004,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/005,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/006,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/007,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/008,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/009,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/010,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/011,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/012,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/013,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/014,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/015,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/016,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/017,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/018,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/019,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/020,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/021,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/022,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/023,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/024,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/025,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/026,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/027,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/028,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/029,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/030,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/031,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/032,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/033,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/034,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/035,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/036,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/037,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/038,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/039,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/040,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/041,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/042,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/043,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/044,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/045,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/046,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/047,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/048,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/049,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
162/050,Cr,Dividends Received,Dividends Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
163,Cr,Foreign Currency Gains/Losses,Foreign Currency Gains/Losses,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/000,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/001,Cr,ANZ,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/002,Cr,BNZ,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/003,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/004,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/005,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/006,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/007,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/008,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/009,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/010,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/011,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/012,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/013,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/014,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/015,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/016,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/017,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/018,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/019,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/020,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/021,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/022,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/023,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/024,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/025,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/026,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/027,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/028,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/029,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/030,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/031,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/032,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/033,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/034,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/035,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/036,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/037,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/038,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/039,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/040,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/041,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/042,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/043,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/044,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/045,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/046,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/047,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/048,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/049,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
165/050,Cr,Interest Received,Interest Received,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
166,Cr,Interest Received - Use of Money,Interest Received - Use of Money,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
167,Cr,Lease Rentals,Lease Rentals,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
169,Cr,Non Assessable Items,Non Assessable Items,Unknown,Unknown,,,,,,,,,,
171/000,Cr,Royalties,Royalties,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
171/006,Cr,Royalties,Royalties,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
172,Cr,Share of Partnership Profit,Share of Partnership Profit,Unknown,Unknown,,,,,,,,,,
173,Cr,Trust Distributions Received,Trust Distributions Received,Unknown,Unknown,,,,,,,,,,
174/000,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/001,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/002,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/003,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/004,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/005,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/006,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/007,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/008,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/009,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/010,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/011,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/012,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/013,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/014,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/015,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/016,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/017,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/018,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/019,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/020,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/021,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/022,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/023,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/024,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/025,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/026,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/027,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/028,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/029,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/030,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/031,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/032,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/033,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/034,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/035,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/036,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/037,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/038,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/039,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/040,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/041,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/042,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/043,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/044,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/045,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/046,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/047,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/048,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/049,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
174/050,Cr,Sundry Income,Sundry Income,Income,"Other Income (Interest, Rental, Dividends)",,,,,,,,,,
176,Cr,Private Use,Private Use,,,,,,,,,,,,
178,Cr,Wage Subsidy,Wage Subsidy,Expense,Shearing Cost,,,,,,,,,,
179,Cr,Profit (Loss) on Disposal of Investments,Profit (Loss) on Disposal of Investments,Income,Gain/Loss on Disposal of Asset,,,,,,,,,,
290,Dr,Accountancy Fees,Accountancy Fees,Expense,Administration,,,,,,,,,,
291,Dr,ACC Levies,ACC Levies,Expense,ACC,,,,,,,,,,
292,Dr,Advisory Fees,Advisory Fees,Expense,Administration,,,,,,,,,,
293,Dr,Administration Fees,Administration Fees,Expense,Administration,,,,,,,,,,
294,Dr,Advertising,Advertising,Expense,Administration,,,,,,,,,,
295,Dr,Aircraft,Aircraft,Expense,Repairs & Maintenance,,,,,,,,,,
296,Dr,Amortisation,Amortisation,Expense,Amortization,,,,,,,,,,
297,Dr,Animal Health,Animal Health,Expense,Animal Health,,,,,,,,,,
298,Dr,Assets Under $500 Write off,Assets Under $500 Write off,Expense,Repairs & Maintenance,,,,,,,,,,
299,Dr,Audit Fee,Audit Fee,Expense,Administration,,,,,,,,,,
301,Dr,Bad Debts Written off,Bad Debts Written off,,,,,,,,,,,,
